5	0	11341	0.1875
5	0	11276	0.1875
5	0	11407	0.1875
5	1	11407	0.1875
5	1	11354	0.1875
5	1	11591	0.1875
5	2	7043	0.1875
5	2	6956	0.1875
5	2	6869	0.1875
5	3	5613	0.1875
5	3	5722	0.1875
5	3	5686	0.1875
5	4	4686	0.1875
5	4	4677	0.1875
5	4	4674	0.1875
5	8	3661	0.1875
5	8	3436	0.1875
5	8	3628	0.1875
5	16	2991	0.1875
5	16	3031	0.1875
5	16	3005	0.1875
10	0	46030	90.75
10	0	45988	101.75
10	0	48758	110.25
10	1	45807	101.75
10	1	45878	100.75
10	1	45840	104.75
10	2	24632	95.75
10	2	24623	90.75
10	2	24752	96.75
10	3	17593	93.25
10	3	17564	99.25
10	3	17538	100.75
10	4	13816	95.75
10	4	13917	93.25
10	4	13863	94.75
10	8	8372	95.25
10	8	8439	95.75
10	8	8372	96.25
10	16	5729	94.75
10	16	5895	90.75
10	16	5783	90.75
20	0	293886	519.7
20	0	294003	623.6
20	0	295727	580.6
20	1	300939	553.6
20	1	293415	572.1
20	1	291747	531.1
20	2	146783	521.1
20	2	149430	566.6
20	2	149122	570.6
20	3	101172	545.6
20	3	101138	570.1
20	3	103330	557.2
20	4	76680	547.6
20	4	75868	568.1
20	4	77813	531.1
20	8	40911	547.1
20	8	40442	521.1
20	8	40796	561.6
20	16	22436	554.2
20	16	24055	550.6
20	16	22586	558.1
50	0	2232593	1817.95
50	0	2209527	1796.85
50	0	2204876	1866.35
50	0	2202029	1819.85
50	0	2209643	1839.95
50	0	2250524	1855.85
50	1	2202608	1811.85
50	1	2205556	1874.35
50	1	2211945	1775.85
50	1	2214011	1835.35
50	1	2249103	1793.35
50	1	2244147	1846.95
50	2	1104792	1771.95
50	2	1107370	1869.45
50	2	1108612	1780.95
50	2	1120053	1830.95
50	2	1108512	1818.85
50	2	1127873	1827.45
50	3	741593	1825.45
50	3	741842	1859.95
50	3	746741	1821.35
50	3	745451	1804.85
50	3	758520	1780.75
50	3	749456	1812.95
50	4	558429	1791.85
50	4	560548	1808.35
50	4	571683	1813.85
50	4	560201	1817.95
50	4	561475	1806.85
50	8	284154	1821.35
50	4	558338	1809.95
50	8	284549	1804.35
50	8	294056	1823.85
50	16	151972	1769.95
50	16	148798	1836.35
50	16	154135	1786.05
100	16	613783	3952.9475
100	8	1205453	3871.1475
100	4	2457193	3921.9475
100	3	3199723	3932.2475
100	2		
100	1		
100	0		
200	16	2530561	8176.9
200	8		
200	4		
200	3		
